chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
JH126571	1531186	1531319	+	lme_circ_0000283	133	133	liver	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000026215	bco2l	Nitsche2013
JH126663	2303141	2304837	+	lme_circ_0000381	1696	152	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020276	PINK1	Nitsche2013
JH128565	95697	95841	-	lme_circ_0000030	144	144	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026513	si:dkey-40c11.2	Nitsche2013
JH126648	132581	132739	*	lme_circ_0001028	158	158	testis	None	INTERGENIC	None	None	Nitsche2013
AFYH01270871	5163	9689	*	lme_circ_0000595	4526	4526	testis	None	INTERGENIC	None	None	Nitsche2013
JH127461	3917	5563	-	lme_circ_0000089	1646	239	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000187	LSM14A	Nitsche2013
JH126593	154859	156236	-	lme_circ_0000351	1377	168	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005816	calm1a	Nitsche2013
JH127352	766922	768776	-	lme_circ_0000969	1854	139	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025697	ENSLACG00000012733	Nitsche2013
JH126653	2182723	2182940	-	lme_circ_0000400	217	217	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000019983	RBM26	Nitsche2013
JH126737	1810376	1810587	*	lme_circ_0000811	211	211	testis	None	INTERGENIC	None	None	Nitsche2013
JH127879	245293	248915	-	lme_circ_0000772	3622	148	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007876	KIF2C	Nitsche2013
JH126563	1029750	1031601	-	lme_circ_0000064	1851	203	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000016494	PFDN5	Nitsche2013
JH126596	701455	704074	-	lme_circ_0000261	2619	195	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014005	GPS1	Nitsche2013
JH127429	99680	99851	-	lme_circ_0000520	171	171	liver	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000004379	ATP6V0C	Nitsche2013
JH127475	768770	770591	-	lme_circ_0000345	1821	198	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014584	EIF5	Nitsche2013
JH126563	6521193	6524620	+	lme_circ_0000061	3427	116	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021796	STAT2	Nitsche2013
JH127468	439314	442502	-	lme_circ_0000011	3188	782	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000010889	PTP4A2	Nitsche2013
JH127856	78876	81858	-	lme_circ_0000193	2982	227	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003758	SERPINF2	Nitsche2013
JH126774	309009	309179	*	lme_circ_0000157	170	170	liver	None	INTERGENIC	None	None	Nitsche2013
JH126583	1264524	1266943	-	lme_circ_0000256	2419	230	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017679	ENSLACG00000015459	Nitsche2013
JH127515	822082	833722	*	lme_circ_0000780	11640	11640	testis	None	INTERGENIC	None	None	Nitsche2013
JH126570	2380110	2380228	-	lme_circ_0000789	118	118	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020087	RTDR1	Nitsche2013
JH126633	934636	938753	+	lme_circ_0001049	4117	4117	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON	ENSLACT00000015417	ENSLACG00000013477	Nitsche2013
JH126611	1618184	1618305	+	lme_circ_0000911	121	121	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR5	ENSLACT00000018929	CIB1	Nitsche2013
JH127572	168588	169021	+	lme_circ_0000743	433	186	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005884	HSP90B1	Nitsche2013
JH128343	159963	161680	-	lme_circ_0000079	1717	179	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004549	IRF2	Nitsche2013
JH128786	102850	103003	-	lme_circ_0000732	153	153	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004474	PFN3	Nitsche2013
JH127572	165935	167097	+	lme_circ_0000164	1162	144	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005884	HSP90B1	Nitsche2013
JH127819	134270	136158	-	lme_circ_0000906	1888	209	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005187	FUS	Nitsche2013
JH127517	26292	26416	-	lme_circ_0000366	124	124	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000000124	EIF4A3	Nitsche2013
JH126873	576921	587491	-	lme_circ_0001071	10570	158	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012648	MAPKAPK5	Nitsche2013
JH126818	1391780	1391940	+	lme_circ_0000080	160	160	liver	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017270	BMPR2	Nitsche2013
JH127678	188605	211540	-	lme_circ_0000009	22935	436	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005525	NFIA	Nitsche2013
JH128200	109803	109966	+	lme_circ_0000514	163	163	liver	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000004375	FGL2	Nitsche2013
JH126981	586917	587142	*	lme_circ_0000018	225	225	liver	None	INTERGENIC	None	None	Nitsche2013
JH127210	3482	6627	+	lme_circ_0000332	3145	1736	liver, testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000000283	si:dkey-77d17.6	Nitsche2013
JH126594	3115277	3115432	-	lme_circ_0000997	155	155	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000021021	psmd9	Nitsche2013
JH127964	50018	50199	*	lme_circ_0000545	181	181	liver, testis	None	INTERGENIC	None	None	Nitsche2013
JH127453	798338	798706	*	lme_circ_0000845	368	368	testis	None	INTERGENIC	None	None	Nitsche2013
JH126786	1775664	1775877	*	lme_circ_0000268	213	213	liver, testis	None	INTERGENIC	None	None	Nitsche2013
JH126714	1748149	1748286	*	lme_circ_0000459	137	137	liver	None	INTERGENIC	None	None	Nitsche2013
JH128113	231983	232152	-	lme_circ_0000926	169	169	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007272	PCMT1	Nitsche2013
JH126839	1382670	1382866	-	lme_circ_0000918	196	196	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018035	NEURL1	Nitsche2013
JH127537	362873	363005	-	lme_circ_0000280	132	132	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009870	NDUFA1	Nitsche2013
JH127456	291011	293414	-	lme_circ_0000962	2403	140	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008378	AXDND1	Nitsche2013
JH126962	185513	185691	-	lme_circ_0000387	178	178	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025535	LRP2	Nitsche2013
JH126580	3065609	3076690	*	lme_circ_0000606	11081	11081	testis	None	INTERGENIC	None	None	Nitsche2013
JH129198	203643	211768	+	lme_circ_0000522	8125	8125	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, downstream_end, ncRNA, OVEXON, upstream_start	ENSLACT00000022628	5_8S_rRNA	Nitsche2013
JH128981	213786	218932	+	lme_circ_0000112	5146	301	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007069	FGG	Nitsche2013
JH127886	113506	113647	+	lme_circ_0001102	141	141	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002563	RSF1	Nitsche2013
JH127382	809535	812604	+	lme_circ_0000170	3069	156	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014318	RAB2A	Nitsche2013
JH126562	1365110	1365990	+	lme_circ_0000143	880	137	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018003	ENO1	Nitsche2013
JH128751	123547	125037	+	lme_circ_0000221	1490	143	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004744	ENSLACG00000004185	Nitsche2013
JH126983	928303	928446	+	lme_circ_0000723	143	143	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015865	PRDM7	Nitsche2013
JH128164	309412	318296	+	lme_circ_0000648	8884	134	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000026003	BCLAF1	Nitsche2013
JH126639	262047	271063	-	lme_circ_0000452	9016	149	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008185	SLC10A1	Nitsche2013
JH127547	693101	693285	-	lme_circ_0000301	184	184	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013596	nt5dc2	Nitsche2013
JH126971	1308099	1308258	+	lme_circ_0000248	159	159	liver	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017852	RPS23	Nitsche2013
JH126596	1322156	1323259	-	lme_circ_0000835	1103	173	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026334	HGS	Nitsche2013
JH127850	22727	22930	-	lme_circ_0000239	203	203	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000001750	LRG1	Nitsche2013
JH126659	744730	746284	-	lme_circ_0000671	1554	136	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014426	TFCP2	Nitsche2013
JH126695	340459	341052	+	lme_circ_0000038	593	181	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009550	ABHD14B	Nitsche2013
JH127777	231314	233392	-	lme_circ_0001034	2078	213	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006688	PKM	Nitsche2013
JH126886	488494	501839	-	lme_circ_0000893	13345	1087	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011192	PEX6	Nitsche2013
JH130234	46553	46702	-	lme_circ_0000941	149	149	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002056	CCDC11	Nitsche2013
JH127860	316360	316562	*	lme_circ_0000984	202	202	testis	None	INTERGENIC	None	None	Nitsche2013
JH130766	57233	57415	*	lme_circ_0000179	182	182	liver	None	INTERGENIC	None	None	Nitsche2013
JH127540	79801	79949	-	lme_circ_0000407	148	148	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003622	ENSLACG00000003197	Nitsche2013
JH126662	880712	881591	+	lme_circ_0001112	879	142	testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015494	KIF11	Nitsche2013
JH127537	193633	193840	*	lme_circ_0000850	207	207	testis	None	INTERGENIC	None	None	Nitsche2013
JH126659	1432885	1433027	*	lme_circ_0000070	142	142	liver	None	INTERGENIC	None	None	Nitsche2013
JH127062	574023	574134	+	lme_circ_0000507	111	111	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012720	ENSLACG00000011124	Nitsche2013
JH127935	224210	224359	+	lme_circ_0000299	149	149	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR5	ENSLACT00000025038	COL4A3BP	Nitsche2013
JH126990	27920	28166	-	lme_circ_0000137	246	246	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000001301	F10	Nitsche2013
JH132899	10376	10503	-	lme_circ_0000975	127	127	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000001102	tuba7l	Nitsche2013
JH128665	320382	320530	+	lme_circ_0000758	148	148	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009239	TOP1MT	Nitsche2013
JH129322	220666	223975	+	lme_circ_0000182	3309	137	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006031	PLXNB3	Nitsche2013
JH129698	9701	9903	*	lme_circ_0000212	202	202	liver	None	INTERGENIC	None	None	Nitsche2013
JH127070	826924	829064	*	lme_circ_0000630	2140	2140	testis	None	INTERGENIC	None	None	Nitsche2013
JH127685	193770	194046	-	lme_circ_0000308	276	276	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000006718	NRD1	Nitsche2013
JH126911	41753	65398	+	lme_circ_0000774	23645	96	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000001878	NKIRAS1	Nitsche2013
JH126993	1003282	1003444	*	lme_circ_0000054	162	162	liver, testis	None	INTERGENIC	None	None	Nitsche2013
JH126564	1826968	1829126	-	lme_circ_0000469	2158	149	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000019382	ENSLACG00000016931	Nitsche2013
JH127807	350552	366867	+	lme_circ_0000006	16315	147	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009593	LMAN1	Nitsche2013
JH127735	500701	502058	-	lme_circ_0000148	1357	123	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011598	NDRG1	Nitsche2013
JH126613	882614	882795	*	lme_circ_0000206	181	181	liver, testis	None	INTERGENIC	None	None	Nitsche2013
JH129622	156824	159381	-	lme_circ_0000460	2557	2557	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000005385	LNPEP	Nitsche2013
JH134254	2412	2755	*	lme_circ_0000481	343	343	liver	None	INTERGENIC	None	None	Nitsche2013
JH126627	1846535	1846678	-	lme_circ_0000121	143	143	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000019395	NUCB2	Nitsche2013
JH126748	1742015	1744177	+	lme_circ_0000637	2162	157	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000019209	STMN1	Nitsche2013
JH130515	98167	99001	-	lme_circ_0000311	834	128	liver	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003938	ENSLACG00000003478	Nitsche2013
JH126787	1154961	1156125	+	lme_circ_0000375	1164	174	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017167	NDUFB4	Nitsche2013
JH126565	3205083	3207695	+	lme_circ_0000954	2612	178	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	ENSLACT00000025913	CCDC176	Nitsche2013
JH128943	207190	210962	-	lme_circ_0000047	3772	188	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007047	LGALS2	Nitsche2013
JH127034	476513	478729	-	lme_circ_0000251	2216	207	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011412	LIPC	Nitsche2013
JH128617	304074	304255	+	lme_circ_0000832	181	181	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000008369	LRRC40	Nitsche2013
JH130196	149590	149728	-	lme_circ_0000989	138	138	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR5	ENSLACT00000004652	ODF3B	Nitsche2013
JH126690	789603	789823	*	lme_circ_0001055	220	220	testis	None	INTERGENIC	None	None	Nitsche2013
JH128167	75613	77525	-	lme_circ_0000805	1912	140	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003310	NDC80	Nitsche2013
JH126740	1265392	1265559	-	lme_circ_0000711	167	167	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000012113	RBMS3	Nitsche2013
JH126684	1830109	1830640	+	lme_circ_0000155	531	194	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000019404	ENSLACG00000016952	Nitsche2013
JH128119	165325	166574	-	lme_circ_0000582	1249	131	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005916	IK	Nitsche2013
JH128177	153028	158227	+	lme_circ_0000389	5199	176	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000002200	lig3 (2 of 2)	Nitsche2013
JH126576	3657920	3660318	-	lme_circ_0000872	2398	160	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR5	ENSLACT00000021288	ATP5F1	Nitsche2013
JH126764	222983	223140	-	lme_circ_0000795	157	157	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000007502	DDX17	Nitsche2013
JH127882	375513	375706	-	lme_circ_0000746	193	193	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, OVCODE, OVEXON, upstream_start	ENSLACT00000009902	CCDC36	Nitsche2013
JH129625	39902	40069	*	lme_circ_0000391	167	167	liver	None	INTERGENIC	None	None	Nitsche2013
JH126770	102017	108696	+	lme_circ_0000442	6679	404	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON	ENSLACT00000003585	AMBP	Nitsche2013
JH127955	550580	560467	+	lme_circ_0000696	9887	158	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012526	FBXO36	Nitsche2013
JH129703	153806	155402	-	lme_circ_0000324	1596	192	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004312	ZC3H13	Nitsche2013
JH128614	104620	104764	+	lme_circ_0000677	144	144	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000001134	DCAF12	Nitsche2013
JH126608	2889875	2892058	+	lme_circ_0000424	2183	185	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020819	SLC27A2	Nitsche2013
JH126570	2882754	2885070	-	lme_circ_0000198	2316	203	liver, testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020844	RNF10	Nitsche2013
JH128460	395629	402713	+	lme_circ_0000652	7084	112	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009794	GKAP1	Nitsche2013
JH126927	873288	880087	-	lme_circ_0000955	6799	219	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015270	NASP	Nitsche2013
JH126960	881874	893653	+	lme_circ_0001006	11779	2249	testis	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000014608	SPAG17	Nitsche2013
JH126726	1091268	1093225	+	lme_circ_0001096	1957	120	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000016842	ENSLACG00000014734	Nitsche2013
JH126943	1185442	1185620	-	lme_circ_0000384	178	178	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000017321	COPS8	Nitsche2013
JH128883	20316	20482	-	lme_circ_0000861	166	166	testis	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000001317	NPTXR	Nitsche2013
JH126781	1085468	1085668	+	lme_circ_0000413	200	200	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON, UTR3	ENSLACT00000016783	FUNDC2	Nitsche2013
JH126611	1602257	1603323	-	lme_circ_0000910	1066	197	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018860	ENSLACG00000016486	Nitsche2013
JH128246	213189	216391	+	lme_circ_0000655	3202	144	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007003	LUC7L3	Nitsche2013
JH128313	423995	425425	+	lme_circ_0000040	1430	138	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010540	RALBP1	Nitsche2013
JH126747	219309	219506	-	lme_circ_0000496	197	197	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005999	TAF3	Nitsche2013
JH127941	530609	530738	+	lme_circ_0001018	129	129	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011240	AK9	Nitsche2013
JH135580	468	5796	+	lme_circ_0000622	5328	186	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000135	ENSLACG00000000118	Nitsche2013
JH126827	1011350	1013232	-	lme_circ_0000937	1882	88	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000016395	NDUFS5	Nitsche2013
JH126644	916916	918373	-	lme_circ_0000271	1457	150	liver	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015682	PTOV1	Nitsche2013
JH127381	470965	471134	+	lme_circ_0001047	169	169	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011533	ENSLACG00000010070	Nitsche2013
JH135287	1574	2105	*	lme_circ_0001080	531	531	testis	None	INTERGENIC	None	None	Nitsche2013
JH126622	2864930	2868769	-	lme_circ_0001081	3839	178	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020828	AK7	Nitsche2013
JH127350	643377	643475	-	lme_circ_0000752	98	98	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013472	FAM222B	Nitsche2013
JH127561	716851	718630	-	lme_circ_0000886	1779	217	testis	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013775	AQR	Nitsche2013
JH126563	4062457	4064969	-	lme_circ_0000666	2512	193	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000021405	PTGES3	Nitsche2013
JH126734	2090652	2090810	+	lme_circ_0000589	158	158	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000019850	rrp1	Nitsche2013
JH127163	246322	252935	-	lme_circ_0000003	6613	6479	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000007883	ANO7	Nitsche2013
JH126574	5182027	5184128	-	lme_circ_0000178	2101	157	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021646	cct6a	Nitsche2013
JH126569	4640732	4647805	-	lme_circ_0000185	7073	123	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000021541	ALAS1	Nitsche2013
JH127313	339498	345052	+	lme_circ_0000286	5554	229	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000008958	CAT	Nitsche2013
JH126614	289945	294253	+	lme_circ_0000298	4308	185	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008520	VPS26A	Nitsche2013
JH126873	257676	261982	+	lme_circ_0000503	4306	302	liver, testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008112	rpl6 (3 of 3)	Nitsche2013
JH126957	22143	23659	-	lme_circ_0001020	1516	157	testis	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025227	ENSLACG00000022573	Nitsche2013
JH126650	156196	156409	*	lme_circ_0001103	213	213	testis	None	INTERGENIC	None	None	Nitsche2013
