# chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chr19	5796700	5796776	-	mmu_circ_0000924	76	76	mm_ES, mm_head	None	ALT_ACCEPTOR, ALT_DONOR, INTERNAL, ncRNA	NR_002847	Malat1	Memczak2013
chr7	52282365	52282428	-	mmu_circ_0001563	63	63	mm_ES	None	INTERGENIC	None	None	Memczak2013
chr5	15668810	15718823	+	mmu_circ_0001316	50013	232	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_009784	Cacna2d1	Memczak2013
chr16	95053905	95054826	-	mmu_circ_0000719	921	921	mm_head, mm_brain1, mm_brain2	None	INTERGENIC	None	None	Memczak2013
chr2	130375220	130375578	+	mmu_circ_0001067	358	278	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_008980	Ptpra	Memczak2013
chr7	110991204	110998662	-	mmu_circ_0001609	7458	7353	mm_head	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	NM_008219	Hbb-bh1	Memczak2013
chr15	58172167	58174125	+	mmu_circ_0000602	1958	1958	mm_head	None	ANTISENSE, CDS, coding, downstream_end, intronic, UTR3	NM_027211	Anxa13	Memczak2013
chr11	60072357	60088504	-	mmu_circ_0000267	16147	640	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001039092	Tom1l2	Memczak2013
chr10	24940416	25009536	-	mmu_circ_0000153	69120	840	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_018747	Akap7	Memczak2013
chr4	86719091	86722061	-	mmu_circ_0001229	2970	148	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001110240	Slc24a2	Memczak2013
chr9	66410360	66414710	-	mmu_circ_0001799	4350	193	mm_ES, mm_head, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_144937	Usp3	Memczak2013, Wang2012
chr6	31227847	31235120	+	mmu_circ_0001456	7273	226	mm_brain1, mm_brain2	None	ANNOTATED, INTERNAL, ncRNA	NR_040257	2210408F21Rik	Memczak2013
chr10	9517919	9519866	-	mmu_circ_0000141	1947	278	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081344	Stxbp5	Memczak2013
chr2	44607566	44611955	-	mmu_circ_0001016	4389	342	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_172662	Gtdc1	Memczak2013
chr9	86316447	86334361	-	mmu_circ_0001825	17914	582	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_027394	Ube2cbp	Memczak2013
chr4	44031684	44038432	+	mmu_circ_0001203	6748	268	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_001080386	Clta	Memczak2013
chr17	39981642	39982138	+	mmu_circ_0000767	496	496	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013
chr8	59964384	59966090	-	mmu_circ_0001678	1706	90	mm_ES, mm_head	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_021788	Sap30	Memczak2013
chr10	69961633	69983673	+	mmu_circ_0000178	22040	212	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001143776	Fam13c	Memczak2013
chr10	24987113	25009536	-	mmu_circ_0000154	22423	579	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-control-ins, C2C12-control-mem, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_018747	Akap7	Memczak2013, Wang2012
chr15	68843787	68860340	+	mmu_circ_0000608	16553	600	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_010158	Khdrbs3	Memczak2013
chr17	39981999	39982146	+	mmu_circ_0000771	147	147	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013
chr11	11833263	11833329	+	mmu_circ_0000236	66	66	mm_ES	None	ANTISENSE, coding, INTERNAL, UTR3	NM_001177629	Grb10	Memczak2013
chr9	78023159	78023290	+	mmu_circ_0001817	131	131	mm_head	None	INTERGENIC	None	None	Memczak2013
chr2	167046708	167053085	-	mmu_circ_0001101	6377	599	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_008968	Ptgis	Memczak2013
chr9	14376066	14379883	-	mmu_circ_0001745	3817	524	mm_ES, mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081395	Amotl1	Memczak2013
chr1	78684811	78686953	+	mmu_circ_0000054	2142	288	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_028817	Acsl3	Memczak2013
chr8	129939469	129998515	+	mmu_circ_0001739	59046	808	mm_ES, mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_033620	Pard3	Memczak2013
chr6	65812908	65820463	+	mmu_circ_0001479	7555	323	mm_brain1, C2C12-control-cyto, C2C12-control-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_027547	Prdm5	Memczak2013, Wang2012
chr12	25687853	25690083	+	mmu_circ_0000365	2230	511	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081378	Kidins220	Memczak2013
chr14	65444437	65447505	-	mmu_circ_0000549	3068	271	mm_ES, mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_177338	Hmbox1	Memczak2013
chr18	82837963	82851679	-	mmu_circ_0000907	13716	13716	mm_ES, mm_brain1	None	INTERGENIC	None	None	Memczak2013
chr15	85189883	85207132	+	mmu_circ_0000632	17249	531	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_016843	Atxn10	Memczak2013
chr9	72439557	72441167	+	mmu_circ_0001804	1610	206	mm_ES, mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001033536	Rfx7	Memczak2013
chr10	89505290	89539887	+	mmu_circ_0000197	34597	913	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001128086	Anks1b	Memczak2013
chr1	80611866	80644907	-	mmu_circ_0000055	33041	293	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_175291	Dock10	Memczak2013
chr14	22599307	22603018	+	mmu_circ_0000508	3711	214	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_026283	Samd8	Memczak2013
chr13	74465744	74465827	-	mmu_circ_0000478	83	83	mm_ES, mm_head	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	NM_023281	Sdha	Memczak2013
chr2	6507019	6545765	-	mmu_circ_0000974	38746	622	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001160293	Celf2	Memczak2013
chr4	119147123	119150626	-	mmu_circ_0001252	3503	318	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_177572	Rimkla	Memczak2013
chr9	63134205	63150967	-	mmu_circ_0001790	16762	253	mm_ES, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_011840	Map2k5	Memczak2013
chr3	9470891	9474602	-	mmu_circ_0001110	3711	331	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_133218	Zfp704	Memczak2013
chr17	30650500	30667310	-	mmu_circ_0000738	16810	1181	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_172618	Btbd9	Memczak2013
chr19	56644905	56650774	+	mmu_circ_0000962	5869	708	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_025811	Nhlrc2	Memczak2013
chr15	76711168	76711668	+	mmu_circ_0000615	500	171	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_145916	Zfp7	Memczak2013
chr10	80266327	80266633	+	mmu_circ_0000187	306	210	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_013651	Sf3a2	Memczak2013
chr19	46458709	46459578	-	mmu_circ_0000959	869	202	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_016860	Actr1a	Memczak2013
chr16	7294162	7330535	+	mmu_circ_0000656	36373	196	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_183188	Rbfox1	Memczak2013
chr13	120218966	120229678	+	mmu_circ_0000500	10712	10712	mm_head, mm_brain1	None	INTERGENIC	None	None	Memczak2013
chr4	90975301	90978354	-	mmu_circ_0001233	3053	3053	mm_brain1	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic	NM_207685	Elavl2	Memczak2013
chr4	149813451	149884147	+	mmu_circ_0001300	70696	708	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001085492	Rere	Memczak2013
chr1	13211387	13214794	-	mmu_circ_0000010	3407	278	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_001077695	Ncoa2	Memczak2013
chr8	81615731	81660562	+	mmu_circ_0001696	44831	636	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_178267	Zfp827	Memczak2013
chr8	87295682	87296214	-	mmu_circ_0001704	532	532	mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001081982	Nfix	Memczak2013, Wang2012
chr19	57724747	57731728	+	mmu_circ_0000965	6981	703	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_181415	Atrnl1	Memczak2013
chr10	59190704	59203570	+	mmu_circ_0000171	12866	500	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_144822	Cbara1	Memczak2013
chr17	39984707	39984857	-	mmu_circ_0000793	150	150	mm_brain2	None	INTERGENIC	None	None	Memczak2013
chr2	115495317	115512905	+	mmu_circ_0001057	17588	388	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001145898	BC052040	Memczak2013
chr4	40894845	40894899	-	mmu_circ_0001191	54	54	mm_ES	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_009736	Bag1	Memczak2013
chr3	115681561	115695957	-	mmu_circ_0001160	14396	666	mm_ES, mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_023214	Slc30a7	Memczak2013
chr10	17812650	17814714	+	mmu_circ_0000149	2064	703	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001111065	Reps1	Memczak2013
chr2	73544975	73559498	-	mmu_circ_0001035	14523	241	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001166603	Chn1	Memczak2013
chr4	109534413	109563595	+	mmu_circ_0001244	29182	381	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_007983	Faf1	Memczak2013
chr6	125136460	125136517	-	mmu_circ_0001526	57	57	mm_ES, mm_head	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_146171	Ncapd2	Memczak2013
chr9	59649720	59690945	+	mmu_circ_0001785	41225	1223	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_173018	Myo9a	Memczak2013
chr18	75239856	75242161	+	mmu_circ_0000897	2305	269	mm_ES, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_027727	Dym	Memczak2013
chr4	129392819	129392921	-	mmu_circ_0001268	102	102	mm_ES, mm_head	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, UTR3	NM_011317	Khdrbs1	Memczak2013
chr4	151419803	151420753	+	mmu_circ_0001307	950	322	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001159599	Nol9	Memczak2013
chr12	11286410	11287208	+	mmu_circ_0000358	798	199	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_025695	Smc6	Memczak2013
chr9	22295261	22318537	+	mmu_circ_0001754	23276	453	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_178415	Bbs9	Memczak2013
chr10	39978387	39978480	+	mmu_circ_0000160	93	93	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013
chr9	120038486	120038543	+	mmu_circ_0001855	57	57	mm_ES, mm_head	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_011029	Rpsa	Memczak2013
chr3	88629311	88702996	+	mmu_circ_0001146	73685	73685	mm_ES	None	ALT_DONOR, downstream_end, ncRNA	NR_028359	5830417I10Rik	Memczak2013
chr13	89831071	89831191	+	mmu_circ_0000484	120	120	mm_ES	None	ANTISENSE, CDS, coding, INTERNAL	NM_001081249	Vcan	Memczak2013
chr2	150188323	150237073	-	mmu_circ_0001088	48750	48750	mm_ES, mm_brain2	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	NM_027017	3300002I08Rik	Memczak2013
chr1	167236308	167251945	+	mmu_circ_0000112	15637	1744	mm_ES, mm_brain2	None	ALT_DONOR, CDS, coding, INTERNAL, UTR3	NM_001081126	Gpr161	Memczak2013
chr6	112594581	112631670	-	mmu_circ_0001503	37089	1242	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_001167730	Rad18	Memczak2013
chr15	37975447	37977904	-	mmu_circ_0000589	2457	324	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081359	Ubr5	Memczak2013
chr5	34567600	34585962	-	mmu_circ_0001337	18362	764	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001015039	Zfyve28	Memczak2013
chr13	93019781	93035946	-	mmu_circ_0000490	16165	402	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_010829	Msh3	Memczak2013
chr2	25425537	25425632	-	mmu_circ_0000994	95	95	mm_ES	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic	NM_001081199	Mamdc4	Memczak2013
chr2	92852783	92854046	-	mmu_circ_0001049	1263	492	mm_ES, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_001177536	Prdm11	Memczak2013
chr2	139810864	139883235	-	mmu_circ_0001074	72371	636	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_001159641	Tasp1	Memczak2013
chr4	124233287	124263370	-	mmu_circ_0001259	30083	30083	mm_ES, mm_brain1	None	INTERGENIC	None	None	Memczak2013
chr16	31153791	31160474	-	mmu_circ_0000678	6683	232	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_030138	Acap2	Memczak2013
chr5	84662607	84666579	-	mmu_circ_0001361	3972	3972	mm_head, mm_brain1	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_007937	Epha5	Memczak2013
chr5	24794807	24796705	-	mmu_circ_0001326	1898	566	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081383	Mll3	Memczak2013
chrX	45164334	45240375	-	mmu_circ_0001871	76041	2946	mm_head, mm_brain1	None	ALT_DONOR, CDS, coding, INTERNAL	NM_053123	Smarca1	Memczak2013
chr10	127878929	127879019	+	mmu_circ_0000225	90	90	mm_ES, C2C12-control-cyto, C2C12-control-ins, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins, C2C12-shMbnl12-mem	None	INTERGENIC	None	None	Memczak2013, Wang2012
chr4	141672999	141674195	-	mmu_circ_0001292	1196	325	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_144531	Kazn	Memczak2013
chr5	32303733	32309690	+	mmu_circ_0001330	5957	254	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_181279	Bre	Memczak2013
chr7	137362511	137386158	-	mmu_circ_0001632	23647	639	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_010207	Fgfr2	Memczak2013
chr7	20282844	20282976	-	mmu_circ_0001549	132	132	mm_head	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_009696	Apoe	Memczak2013
chr1	25278604	25285392	-	mmu_circ_0000021	6788	334	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_175642	Bai3	Memczak2013
chr7	140258143	140273543	-	mmu_circ_0001644	15400	15400	mm_ES	None	ALT_DONOR, coding, INTERNAL, intronic, UTR5	NM_009980	Ctbp2	Memczak2013
chr1	16430403	16499489	-	mmu_circ_0000013	69086	494	mm_head, mm_brain1, mm_brain2, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_025303	Stau2	Memczak2013, Wang2012
chr17	34873839	34954233	-	mmu_circ_0000745	80394	75527	mm_brain1	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	NM_009780	C4b	Memczak2013
chr8	93992215	93998351	+	mmu_circ_0001716	6136	224	mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_011936	Fto	Memczak2013
chr1	152253591	152254707	+	mmu_circ_0000086	1116	262	mm_ES, mm_head, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_133780	Tpr	Memczak2013, Wang2012
chr5	81894219	81989968	+	mmu_circ_0001358	95749	1007	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_198702	Lphn3	Memczak2013
chr4	83937596	83939566	-	mmu_circ_0001223	1970	1970	mm_ES, mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_172870	Bnc2	Memczak2013
chr4	130224839	130225213	+	mmu_circ_0001270	374	374	mm_ES, mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_001159603	Pum1	Memczak2013
chr4	108717152	108723594	+	mmu_circ_0001242	6442	534	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_146150	Nrd1	Memczak2013
chr5	114491832	114495640	-	mmu_circ_0001392	3808	393	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_026805	Svop	Memczak2013
chr5	135144783	135145165	-	mmu_circ_0001427	382	273	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_010717	Limk1	Memczak2013
chr7	66929179	66951610	-	mmu_circ_0001575	22431	17676	mm_head, mm_brain1, mm_brain2	None	ALT_ACCEPTOR, ncRNA, upstream_start	NR_015351	Ipw	Memczak2013
chr10	109253309	109261737	-	mmu_circ_0000211	8428	613	mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001081035	Nav3	Memczak2013
chr19	17716982	17753047	-	mmu_circ_0000937	36065	576	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_001190483	Pcsk5	Memczak2013
chr6	99379203	99385339	-	mmu_circ_0001499	6136	6136	mm_ES, mm_head, mm_brain1	None	ALT_DONOR, coding, intronic, UTR5	NM_053202	Foxp1	Memczak2013
chr7	29607098	29607159	-	mmu_circ_0001555	61	61	mm_head	None	ANTISENSE, coding, INTERNAL, UTR3	NM_177301	Hnrnpl	Memczak2013
chr11	43518035	43518979	+	mmu_circ_0000254	944	944	mm_ES, mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001164231	Pwwp2a	Memczak2013, Wang2012
chr7	105392458	105414757	-	mmu_circ_0001600	22299	394	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_025408	Acer3	Memczak2013
chr14	73051822	73083578	-	mmu_circ_0000554	31756	214	mm_head, C2C12-control-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_207636	Fndc3a	Memczak2013, Wang2012
chr11	50639927	50652038	-	mmu_circ_0000259	12111	11043	mm_head, mm_brain2, C2C12-control-mem, C2C12-shMbnl12-mem	None	ALT_ACCEPTOR, CDS, coding, OVCODE, OVEXON, upstream_start, UTR5	NM_013922	Zfp354c	Memczak2013, Wang2012
chr6	4466899	4466953	+	mmu_circ_0001437	54	54	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_007743	Col1a2	Memczak2013
chr5	37573319	37585543	+	mmu_circ_0001343	12224	12224	mm_brain1	None	INTERGENIC	None	None	Memczak2013
chr11	100987345	101022502	+	mmu_circ_0000322	35157	35157	mm_head, C2C12-control-cyto, C2C12-control-ins, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins, C2C12-shMbnl12-mem	None	ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON, UTR3	NM_134024	Tubg1	Memczak2013, Wang2012
chr9	120038489	120038553	+	mmu_circ_0001856	64	64	mm_ES, mm_head	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	NM_011029	Rpsa	Memczak2013
chr16	94605518	94624975	+	mmu_circ_0000714	19457	19457	mm_ES, mm_head, mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	INTERGENIC	None	None	Memczak2013, Wang2012
chr4	132590177	132590996	-	mmu_circ_0001280	819	819	mm_head	None	ANTISENSE, coding, INTERNAL, intronic	NM_146155	Ahdc1	Memczak2013
chr2	68228970	68248198	-	mmu_circ_0001028	19228	420	mm_head, mm_brain1, mm_brain2, C2C12-control-mem, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_016866	Stk39	Memczak2013, Wang2012
chr13	55378892	55378949	+	mmu_circ_0000466	57	57	mm_ES, mm_head	None	ALT_DONOR, CDS, coding, INTERNAL	NM_008739	Nsd1	Memczak2013
chr5	107047089	107067654	-	mmu_circ_0001379	20565	4000	mm_head, C2C12-control-cyto, C2C12-control-ins	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	NM_026856	Zfp644	Memczak2013, Wang2012
chr13	23831194	23831251	+	mmu_circ_0000442	57	57	mm_ES, mm_head	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_015786	Hist1h1c	Memczak2013
chr15	79658068	79658179	-	mmu_circ_0000622	111	111	mm_head	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, UTR3	NM_028763	Cbx6	Memczak2013
chr17	86450425	86520086	-	mmu_circ_0000827	69661	69661	mm_ES, mm_brain1	None	INTERGENIC	None	None	Memczak2013
chr5	100904707	100914874	-	mmu_circ_0001368	10167	983	mm_brain1, mm_brain2, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_172714	Lin54	Memczak2013, Wang2012
chr10	57917320	57920532	+	mmu_circ_0000169	3212	723	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_011240	Ranbp2	Memczak2013
chr8	108622971	108624889	+	mmu_circ_0001720	1918	197	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_010901	Nfatc3	Memczak2013
chr17	39982160	39982233	+	mmu_circ_0000778	73	73	mm_ES, mm_head	None	INTERGENIC	None	None	Memczak2013
chr15	40584441	40605692	+	mmu_circ_0000597	21251	261	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_011766	Zfpm2	Memczak2013
chr4	9208534	9277968	+	mmu_circ_0001181	69434	800	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	NM_028940	Clvs1	Memczak2013
chr10	90377440	90411417	+	mmu_circ_0000204	33977	503	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001177396	Anks1b	Memczak2013
chr8	113155929	113160933	+	mmu_circ_0001727	5004	995	mm_ES, mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_146216	Vac14	Memczak2013
chr15	82681942	82687714	-	mmu_circ_0000629	5772	5772	mm_ES, mm_head, mm_brain2, C2C12-control-cyto, C2C12-control-mem, C2C12-shMbnl12-cyto, C2C12-shMbnl12-ins, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	NM_013836	Tcf20	Memczak2013, Wang2012
chr8	81642073	81660562	+	mmu_circ_0001698	18489	402	mm_ES, mm_head, mm_brain1, C2C12-control-cyto, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_178267	Zfp827	Memczak2013, Wang2012
chr7	6663601	6663685	+	mmu_circ_0001541	84	84	mm_ES, mm_head	None	ANTISENSE, CDS, coding, INTERNAL	NM_008817	Peg3	Memczak2013
chr13	23856050	23856113	+	mmu_circ_0000447	63	63	mm_ES, mm_head	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	NM_030609	Hist1h1a	Memczak2013
chr12	77109117	77109928	+	mmu_circ_0000390	811	231	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001005510	Syne2	Memczak2013
chr3	55657692	55695596	-	mmu_circ_0001130	37904	403	mm_head, mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_030595	Nbea	Memczak2013
chr18	71480684	71502431	-	mmu_circ_0000893	21747	573	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_007831	Dcc	Memczak2013
chr12	70741040	70759065	-	mmu_circ_0000386	18025	630	mm_ES	None	ANNOTATED, CDS, coding, INTERNAL	NM_001135559	Sos2	Memczak2013
chr9	31989426	32015850	+	mmu_circ_0001765	26424	514	mm_ES, mm_head, mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_001195632	Arhgap32	Memczak2013
chr1	68297153	68305887	-	mmu_circ_0000050	8734	355	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_010154	Erbb4	Memczak2013
chr2	59786143	59800687	-	mmu_circ_0001021	14544	1276	mm_head	None	ANNOTATED, CDS, coding, INTERNAL	NM_001001182	Baz2b	Memczak2013
chr9	108616603	108635594	+	mmu_circ_0001845	18991	434	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_008924	Prkar2a	Memczak2013
chrX	71480095	71480264	+	mmu_circ_0001881	169	169	mm_head	None	ANTISENSE, CDS, coding, INTERNAL	NM_010227	Flna	Memczak2013
chr15	95214056	95215587	-	mmu_circ_0000643	1531	195	mm_brain1	None	ANNOTATED, CDS, coding, INTERNAL	NM_016743	Nell2	Memczak2013
chr4	126600307	126603267	-	mmu_circ_0001261	2960	755	mm_ES, mm_brain2, C2C12-control-cyto, C2C12-shMbnl12-cyto	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001114399	Zmym4	Memczak2013, Wang2012
chr6	148770116	148773007	-	mmu_circ_0001537	2891	239	mm_ES, mm_head, C2C12-control-mem, C2C12-shMbnl12-mem	None	ANNOTATED, CDS, coding, INTERNAL, OVCODE, OVEXON	NM_001081113	Ipo8	Memczak2013, Wang2012
chr2	34060299	34068962	-	mmu_circ_0001007	8663	327	mm_head, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_016768	Pbx3	Memczak2013
chr1	8573285	8597233	-	mmu_circ_0000005	23948	344	mm_brain1, mm_brain2	None	ANNOTATED, CDS, coding, INTERNAL	NM_027671	Sntg1	Memczak2013
