chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
chrV	13007120	13007267	-	cel_circ_0000624	147	147	2cell, fem1	None	ALT_DONOR, CDS, coding, INTERNAL	F15B9.10	F15B9.10	Memczak2013
chrI	1335996	1336300	+	cel_circ_0000018	304	254	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	K12C11.3	K12C11.3	Memczak2013
chrI	4175389	4175577	+	cel_circ_0000051	188	135	1cell, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	R12E2.3.2	rpn-8	Memczak2013
chrIV	2019242	2021131	-	cel_circ_0000483	1889	455	2cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y76B12C.7	cpsf-1	Memczak2013
chrII	925045	930737	+	cel_circ_0000186	5692	5692	fem1, spe9	None	ALT_DONOR, CDS, coding, downstream_end	R07C3.6	fbxc-28	Memczak2013
chrV	16408721	16409515	+	cel_circ_0000646	794	702	spe9, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	F26D2.3a	F26D2.3	Memczak2013
chrII	457580	457883	-	cel_circ_0000179	303	255	1cell, 2cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	W10D9.3	W10D9.3	Memczak2013
chrIII	12241257	12241745	-	cel_circ_0000445	488	488	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y75B8A.22	tim-1	Memczak2013
chrX	15568857	15569289	-	cel_circ_0000721	432	432	fem1	None	ANTISENSE, CDS, coding, INTERNAL	C02C6.1a	dyn-1	Memczak2013
chrIII	8692292	8692558	-	cel_circ_0000405	266	266	1cell	None	ANTISENSE, CDS, coding, INTERNAL	B0303.4.2	B0303.4	Memczak2013
chrV	10023530	10024991	+	cel_circ_0000620	1461	1407	spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	K08H10.2a.2	K08H10.2	Memczak2013
chrIV	2392019	2393356	+	cel_circ_0000496	1337	532	spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y38F2AR.1	eri-5	Memczak2013
chrX	10589799	10589927	+	cel_circ_0000714	128	128	2cell, fem1	None	ANTISENSE, coding, INTERNAL, UTR3	F57C7.3a	sdn-1	Memczak2013
chrIII	6591645	6592115	-	cel_circ_0000392	470	426	2cell, fem1, spe9	None	ANNOTATED, CDS, coding	F20H11.1	F20H11.1	Memczak2013
chrIII	13168747	13169035	-	cel_circ_0000459	288	288	2cell, fem1, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y39E4B.2	Y39E4B.2	Memczak2013
chrIV	1572110	1572463	-	cel_circ_0000475	2931	2931	2cell, sperm	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic	Y41D4B.19b	npp-8	Memczak2013
chrX	3112895	3114215	-	cel_circ_0000701	1320	1271	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	K10B3.7.2	gpd-3	Memczak2013
chrIV	2849724	2850126	+	cel_circ_0000503	402	309	1cell, sperm	None	ALT_DONOR, CDS, coding, INTERNAL	Y54G2A.40	Y54G2A.40	Memczak2013
chrIII	8768390	8768776	-	cel_circ_0000407	386	386	2cell	None	ANTISENSE, CDS, coding, INTERNAL	PAR2.1.2	mtss-1	Memczak2013
chrI	2630325	2643067	+	cel_circ_0000042	12742	12436	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_DONOR, coding, downstream_end, UTR3	Y23H5A.1b	Y23H5A.1b	Memczak2013
chrIV	4178158	4178549	+	cel_circ_0000521	391	391	1cell, fem1	None	ALT_DONOR, CDS, coding, downstream_end	K08D10.2	dnj-15	Memczak2013
chrIII	9527454	9528058	+	cel_circ_0000417	604	604	spe9	None	ANNOTATED, CDS, coding, INTERNAL	ZK1098.6	ZK1098.6	Memczak2013
chrI	14817710	14819383	-	cel_circ_0000168	1673	994	2cell, fem1	None	ANNOTATED, CDS, coding, INTERNAL	Y54E5B.2	Y54E5B.2	Memczak2013
chrIII	7070855	7070980	+	cel_circ_0000400	125	125	2cell, sperm_act	None	ANTISENSE, CDS, coding, INTERNAL, UTR3	ZK418.4.1	lin-37	Memczak2013
chrI	6515002	6515387	+	cel_circ_0000078	385	342	1cell, fem1, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	C55B7.1.1	C55B7.1.1	Memczak2013
chrIII	4632957	4639023	+	cel_circ_0000381	6066	5648	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	F10F2.6	clec-152	Memczak2013
chrI	11381236	11383141	+	cel_circ_0000114	1905	544	spe9	None	ANNOTATED, CDS, coding, INTERNAL	F56G4.5	png-1	Memczak2013
chrI	13945446	13946391	-	cel_circ_0000156	945	278	1cell, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y71A12B.9	usp-3	Memczak2013
chrII	3001840	3003252	+	cel_circ_0000207	1412	1412	1cell, 2cell, fem1, spe9, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	C41H7.6	C41H7.6	Memczak2013
chrIII	9918804	9925993	-	cel_circ_0000419	7189	7085	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	K03H1.3	ttr-3	Memczak2013
chrI	14427055	14428997	+	cel_circ_0000160	1942	574	1cell, 2cell, fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y105E8A.10c.1	Y105E8A.10	Memczak2013
chrI	11884087	11884446	+	cel_circ_0000121	359	359	spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y47H9C.5a	dnj-27	Memczak2013
chrII	560633	561089	-	cel_circ_0000180	456	456	fem1, spe9	None	ANTISENSE, coding, INTERNAL, intronic	C09E8.1a	C09E8.1	Memczak2013
chrV	19901714	19902822	-	cel_circ_0000688	1108	308	2cell, fem1	None	ANNOTATED, CDS, coding, UTR5	Y60A3A.13a	frs-3	Memczak2013
chrIII	237748	238011	+	cel_circ_0000293	263	263	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y50D7A.4.2	Y50D7A.4	Memczak2013
chrIII	12635427	12635740	+	cel_circ_0000452	313	257	1cell, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y111B2A.14.2	Y111B2A.14.2	Memczak2013
chrIV	4149015	4156366	+	cel_circ_0000518	7351	6732	sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	R07C12.2	R07C12.2	Memczak2013
chrIII	6763764	6764722	+	cel_circ_0000396	958	870	sperm	None	ALT_DONOR, CDS, coding, INTERNAL	K07E12.1a.2	dig-1	Memczak2013
chrII	3445893	3449305	+	cel_circ_0000213	3412	2269	1cell, 2cell	None	ALT_DONOR, CDS, coding, downstream_end	C16C8.16	C16C8.16	Memczak2013
chrX	10923217	10923446	-	cel_circ_0000715	229	229	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	T21B6.1.1	dgn-1	Memczak2013
chrI	11376418	11376687	+	cel_circ_0000113	269	269	1cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	F56G4.4	F56G4.4	Memczak2013
chrIV	2179390	2192702	+	cel_circ_0000486	13312	1694	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y71G10AL.1a	Y71G10AL.1	Memczak2013
chrX	8041256	8042873	+	cel_circ_0000709	1617	979	fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	C18A11.5c	xol-1	Memczak2013
chrI	9469703	9470010	-	cel_circ_0000095	307	307	1cell, 2cell, fem1	None	ANTISENSE, CDS, coding, INTERNAL	F46A9.4	skr-2	Memczak2013
chrV	19679006	19679601	+	cel_circ_0000683	595	359	1cell, fem1	RC	ANNOTATED, CDS, coding, INTERNAL	Y43F8C.12	mrp-7	Memczak2013
chrV	9779983	9780098	+	cel_circ_0000619	115	115	1cell	None	ANTISENSE, CDS, coding, INTERNAL	F46B6.5c	F46B6.5	Memczak2013
chrIV	13500786	13501189	-	cel_circ_0000568	403	344	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y45F10A.6b	tbc-9	Memczak2013
chrIV	1965856	1966435	+	cel_circ_0000480	579	471	1cell, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y48A5A.1	Y48A5A.1	Memczak2013
chrI	6220405	6220489	-	cel_circ_0000073	84	84	sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	T08B2.10.2	rps-17	Memczak2013
chrIII	4253263	4253902	-	cel_circ_0000375	639	590	2cell	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic	T08A11.1	T08A11.1	Memczak2013
chrIII	797762	798016	+	cel_circ_0000305	254	254	1cell, 2cell, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	B0412.3.1	B0412.3	Memczak2013
chrI	1817301	1817613	+	cel_circ_0000032	312	312	spe9, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL, intronic	Y71G12B.2	Y71G12B.2	Memczak2013
chrI	10977642	10978049	+	cel_circ_0000107	407	407	1cell, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y52B11A.3a	Y52B11A.3	Memczak2013
chrI	13013364	13013933	+	cel_circ_0000137	569	507	2cell, fem1, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	ZK256.1c	pmr-1	Memczak2013
chrII	11822891	11823014	-	cel_circ_0000259	123	123	fem1	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	Y6D1A.1	Y6D1A.1	Memczak2013
chrI	9977311	9977465	-	cel_circ_0000100	154	154	1cell	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	T23D8.4.1	eif-3.C	Memczak2013
chrIV	13537282	13537691	+	cel_circ_0000570	345	345	fem1, spe9	None	ANTISENSE, CDS, coding, INTERNAL, intronic	F52G2.2b.1	rsd-2	Memczak2013
chrI	14629871	14630685	-	cel_circ_0000163	814	114	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	Y105E8B.1d	lev-11	Memczak2013
chrII	249869	251048	-	cel_circ_0000173	1179	552	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y43H11AL.3	pqn-85	Memczak2013
chrIII	2302216	2303922	-	cel_circ_0000347	1706	606	1cell, fem1	None	ANNOTATED, CDS, coding, INTERNAL	Y54F10BM.9	Y54F10BM.9	Memczak2013
chrV	18691434	18691753	+	cel_circ_0000666	319	319	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y69H2.7	Y69H2.7	Memczak2013
chrI	698055	698325	-	cel_circ_0000009	270	270	1cell, 2cell, fem1, spe9, sperm	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, UTR5	Y18H1A.2	Y18H1A.2	Memczak2013
chrII	12279815	12280695	+	cel_circ_0000262	880	880	1cell, 2cell	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	Y57A10A.29	Y57A10A.29	Memczak2013
chrV	14131617	14133273	-	cel_circ_0000632	1656	386	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	H39E23.1a	par-1	Memczak2013
chrII	3127118	3127798	+	cel_circ_0000209	680	587	1cell, 2cell, fem1, spe9	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end	T10D4.4	ins-31	Memczak2013
chrIV	12084725	12084929	-	cel_circ_0000559	204	204	2cell	None	ANTISENSE, CDS, coding, INTERNAL	F11A10.2	F11A10.2	Memczak2013
chrIV	6611940	6617000	-	cel_circ_0000532	5060	4530	1cell, 2cell, fem1, sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	F15B10.2	drh-1	Memczak2013
chrI	4938200	4940976	+	cel_circ_0000058	2776	1195	1cell, sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	F28B3.4	F28B3.4	Memczak2013
chrI	13581297	13581740	+	cel_circ_0000145	443	443	1cell	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	Y87G2A.8b.1	Y87G2A.8b.1	Memczak2013
chrX	2068637	2070436	-	cel_circ_0000700	1799	654	spe9	None	ALT_DONOR, CDS, coding, UTR5	F49H12.6a.2	acl-4	Memczak2013
chrIII	1210886	1211488	+	cel_circ_0000318	602	602	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y119D3B.11.1	Y119D3B.11.1	Memczak2013
chrIV	12654464	12654864	+	cel_circ_0000562	400	352	1cell, fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	C26H9A.2	C26H9A.2	Memczak2013
chrIII	11890103	11890472	-	cel_circ_0000441	369	316	1cell, fem1, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y56A3A.5	faah-5	Memczak2013
chrV	6982073	6984611	-	cel_circ_0000611	2538	2538	1cell, 2cell	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	C33G8.7	nhr-161	Memczak2013
chrIV	7789906	7790045	+	cel_circ_0000537	139	139	fem1	None	ANTISENSE, coding, INTERNAL, UTR3	C33H5.12b.2	rsp-6	Memczak2013
chrX	7231405	7231560	+	cel_circ_0000708	155	155	sperm, sperm_act	None	ANTISENSE, CDS, coding, INTERNAL	F46H5.3a	F46H5.3	Memczak2013
chrV	18956093	18956423	-	cel_circ_0000673	330	284	spe9, sperm_act	RC	ALT_ACCEPTOR, CDS, coding, INTERNAL, intronic	Y80D3A.9	Y80D3A.9	Memczak2013
chrIII	11132340	11133144	+	cel_circ_0000435	804	683	spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y48A6C.5a	pha-1	Memczak2013
chrII	408981	409441	-	cel_circ_0000178	460	460	fem1, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	C24H12.5a	C24H12.5	Memczak2013
chrII	1768955	1772720	+	cel_circ_0000194	3765	3375	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	F36H5.2b.1	math-27	Memczak2013
chrIII	1585836	1586060	-	cel_circ_0000326	224	224	sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y22D7AL.8	sms-3	Memczak2013
chrIV	10950349	10950433	+	cel_circ_0000556	84	84	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	Y69E1A.2	Y69E1A.2	Memczak2013
chrI	909681	910135	+	cel_circ_0000013	454	404	spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y95B8A.4	Y95B8A.4	Memczak2013
chrV	866570	870803	-	cel_circ_0000591	4233	4180	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	T02B11.3b	T02B11.3	Memczak2013
chrIII	11110656	11116117	-	cel_circ_0000432	5461	5461	spe9	None	INTERGENIC	None	None	Memczak2013
chrX	97551	97962	-	cel_circ_0000698	411	216	1cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y73B3A.4	Y73B3A.4	Memczak2013
chrIII	1474847	1475099	-	cel_circ_0000323	252	252	fem1	None	ANNOTATED, CDS, coding, INTERNAL	Y82E9BR.18	Y82E9BR.18	Memczak2013
chrIII	9071150	9071381	-	cel_circ_0000411	231	231	spe9, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start	R107.8	lin-12	Memczak2013
chrIII	3108680	3110657	-	cel_circ_0000361	1977	1640	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, UTR5	Y53G8B.3	Y53G8B.3	Memczak2013
chrI	6371200	6371646	+	cel_circ_0000074	446	345	fem1	None	ANNOTATED, CDS, coding, INTERNAL	ZC308.1a	gld-2	Memczak2013
chrI	1377018	1391297	-	cel_circ_0000021	14279	9747	fem1, spe9	None	ALT_DONOR, CDS, coding, downstream_end	Y92H12BM.1	Y92H12BM.1	Memczak2013
chrIV	9237217	9239805	+	cel_circ_0000544	2588	1183	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	Y11D7A.3b	Y11D7A.3	Memczak2013
chrIV	2278890	2279180	-	cel_circ_0000491	290	290	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	C37F5.1	lin-1	Memczak2013
chrI	8649753	8650014	+	cel_circ_0000086	261	261	1cell	None	ANNOTATED, CDS, coding, INTERNAL	F39H2.2a	sig-7	Memczak2013
chrV	16376580	16376670	+	cel_circ_0000645	90	90	sperm	None	ANTISENSE, CDS, coding, INTERNAL	F13A7.1	F13A7.1	Memczak2013
chrIII	4595339	4595458	-	cel_circ_0000380	119	119	fem1, sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	F35G12.10.1	asb-1	Memczak2013
chrIII	1870241	1870698	+	cel_circ_0000331	2025	862	sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y39A3CR.3	Y39A3CR.3	Memczak2013
chrV	3691788	3692045	+	cel_circ_0000597	257	172	1cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL, UTR5	W08A12.1b.2	W08A12.1	Memczak2013
chrIII	7458916	7462321	-	cel_circ_0000401	3405	3405	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, upstream_start	H14A12.6	fipr-20	Memczak2013
chrIV	14216849	14217472	+	cel_circ_0000575	623	573	fem1	None	ANNOTATED, CDS, coding, INTERNAL	F02H6.4	F02H6.4	Memczak2013
chrIII	987238	987508	+	cel_circ_0000311	270	270	1cell, fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	R06B10.5.1	tbc-10	Memczak2013
chrX	16056167	16069732	+	cel_circ_0000722	13565	13508	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, upstream_start	T27A8.3	T27A8.3	Memczak2013
chrV	7140063	7142227	-	cel_circ_0000612	2164	1614	spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	F10D2.5	ugt-40	Memczak2013
chrV	16528073	16529436	+	cel_circ_0000648	1363	1110	sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	F36D3.8	F36D3.8	Memczak2013
chrX	3113073	3114390	-	cel_circ_0000702	1317	1317	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	K10B3.7.2	gpd-3	Memczak2013
chrX	9510459	9511097	+	cel_circ_0000713	638	336	fem1, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	ZK899.8h	gap-2	Memczak2013
chrV	4204708	4205696	+	cel_circ_0000600	988	412	fem1	None	ALT_ACCEPTOR, CDS, coding, upstream_start	H43I07.1	H43I07.1	Memczak2013
chrIII	3498156	3499041	-	cel_circ_0000367	885	316	1cell, spe9, sperm	None	ANNOTATED, CDS, coding, UTR5	M01F1.9	M01F1.9	Memczak2013
chrIII	12671501	12672080	-	cel_circ_0000453	579	579	fem1	None	ALT_DONOR, CDS, coding, INTERNAL	Y111B2A.16	taf-7.2	Memczak2013
chrI	59044	60236	-	cel_circ_0000002	1192	1192	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y48G1C.5	Y48G1C.5	Memczak2013
chrIV	1412839	1413212	-	cel_circ_0000472	373	373	2cell, fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y77E11A.7b	Y77E11A.7	Memczak2013
chrIV	4044720	4046299	+	cel_circ_0000515	265	265	1cell, 2cell, fem1, spe9	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	F35F11.1	F35F11.1	Memczak2013
chrI	6846640	6846716	-	cel_circ_0000079	76	76	sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	H27M09.5	H27M09.5	Memczak2013
chrIV	6611594	6616663	-	cel_circ_0000531	5069	4441	1cell, 2cell, fem1, sperm	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	F15B10.2	drh-1	Memczak2013
chrI	12653052	12653166	+	cel_circ_0000126	114	114	2cell, fem1	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	H28O16.1d.3	H28O16.1	Memczak2013
chrIII	6343876	6346435	+	cel_circ_0000389	2559	2559	spe9	None	INTERGENIC	None	None	Memczak2013
chrIV	2229794	2230105	+	cel_circ_0000488	311	311	fem1, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	T04C4.1a	T04C4.1	Memczak2013
chrIV	7997324	7997867	-	cel_circ_0000539	543	465	1cell	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	Y42H9B.2	rig-4	Memczak2013
chrIV	10206853	10206930	-	cel_circ_0000552	77	77	sperm_act	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	C24F3.5	abt-1	Memczak2013
chrII	5624540	5632925	+	cel_circ_0000229	8385	8385	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end, UTR3	F59E12.5a	npl-4.2	Memczak2013
chrI	12962954	12963804	-	cel_circ_0000134	850	324	spe9	None	ANNOTATED, CDS, coding, INTERNAL	C47B2.2b	C47B2.2	Memczak2013
chrIII	9918800	9925993	-	cel_circ_0000418	7193	7089	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	K03H1.3	ttr-3	Memczak2013
chrIV	2995246	2995570	-	cel_circ_0000504	324	268	spe9	None	ANNOTATED, coding, UTR5	Y54G2A.26b.2	Y54G2A.26	Memczak2013
chrIV	9742300	9744148	-	cel_circ_0000546	3672	3563	sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	C28D4.7	C28D4.7	Memczak2013
chrII	11464809	11465861	+	cel_circ_0000258	1052	761	fem1, spe9	None	ANNOTATED, CDS, coding, UTR5	W02B12.8a	rga-1	Memczak2013
chrIV	4592601	4598752	+	cel_circ_0000522	6151	5845	spe9	None	ALT_ACCEPTOR, CDS, coding, upstream_start	F19C7.3	F19C7.3	Memczak2013
chrV	15671682	15673414	+	cel_circ_0000640	1732	1732	sperm, sperm_act	None	ALT_DONOR, CDS, coding, downstream_end	K06B4.15	K06B4.15	Memczak2013
chrIII	3730850	3730928	+	cel_circ_0000371	78	78	sperm	None	ALT_ACCEPTOR, CDS, coding, INTERNAL	F34D10.8	F34D10.8	Memczak2013
chrIV	6527148	6539346	-	cel_circ_0000530	12198	11759	fem1, spe9, sperm, sperm_act	None	ALT_ACCEPTOR, CDS, coding, upstream_start, UTR5	C01G5.2	prg-2	Memczak2013
chrI	4465738	4466009	+	cel_circ_0000054	271	227	1cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	T01A4.3	T01A4.3	Memczak2013
chrII	12364319	12365539	-	cel_circ_0000263	1220	296	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y57A10B.1	Y57A10B.1	Memczak2013
chrV	18111316	18112676	+	cel_circ_0000655	1360	555	spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y37H2A.1	Y37H2A.1	Memczak2013
chrIV	2227078	2227473	+	cel_circ_0000487	395	395	2cell, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	T04C4.1a	T04C4.1	Memczak2013
chrI	13944636	13946391	-	cel_circ_0000155	1755	340	1cell, 2cell, fem1, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y71A12B.9	usp-3	Memczak2013
chrIV	14517658	14517808	-	cel_circ_0000576	150	150	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	Y57G11A.2	Y57G11A.2	Memczak2013
chrIII	6823088	6823438	+	cel_circ_0000397	350	350	sperm, sperm_act	None	INTERGENIC	None	None	Memczak2013
chrV	19293612	19294084	-	cel_circ_0000679	472	330	fem1, spe9	None	ALT_DONOR, CDS, coding, INTERNAL	F55C9.6	F55C9.6	Memczak2013
chrII	235460	235994	-	cel_circ_0000172	534	405	1cell, 2cell, fem1, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y43H11AL.2	Y43H11AL.2	Memczak2013
chrI	10763578	10765272	+	cel_circ_0000105	1694	337	1cell, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	R13H8.1c	daf-16	Memczak2013
chrIV	13578385	13597888	-	cel_circ_0000571	19503	19296	sperm, sperm_act	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, upstream_start	Y45F10B.9	Y45F10B.9	Memczak2013
chrII	6784081	6784301	-	cel_circ_0000234	220	220	2cell	None	ANTISENSE, CDS, coding, INTERNAL	T13C2.6b	T13C2.6	Memczak2013
chrIII	3106580	3106817	-	cel_circ_0000359	237	192	1cell, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y53G8B.3	Y53G8B.3	Memczak2013
chrIV	12550417	12551469	+	cel_circ_0000561	1052	345	spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	ZK795.1	ZK795.1	Memczak2013
chrIII	798331	801619	+	cel_circ_0000306	3288	1047	fem1, spe9	None	ANNOTATED, CDS, coding, INTERNAL	B0412.3.1	B0412.3	Memczak2013
chrIV	4802064	4802277	+	cel_circ_0000523	213	213	1cell	None	ANTISENSE, CDS, coding, INTERNAL	R11E3.7a	dpf-7	Memczak2013
chrIII	5148552	5149537	-	cel_circ_0000384	985	433	1cell, 2cell, fem1, spe9, sperm	None	ANNOTATED, CDS, coding	Y54H5A.2.2	Y54H5A.2	Memczak2013
chrV	20263021	20263141	+	cel_circ_0000692	120	120	2cell	None	ANTISENSE, CDS, coding, INTERNAL	Y113G7B.17.2	prmt-1	Memczak2013
chrV	18693306	18693506	+	cel_circ_0000667	200	200	2cell, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y69H2.7	Y69H2.7	Memczak2013
chrII	9304008	9304745	-	cel_circ_0000247	737	301	2cell, fem1, spe9, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	C01G6.8a	cam-1	Memczak2013
chrIV	7983453	7983610	-	cel_circ_0000538	157	157	1cell	None	ANTISENSE, CDS, coding, INTERNAL, UTR3	F57H12.1	arf-3	Memczak2013
chrV	18956093	18956374	-	cel_circ_0000672	281	235	1cell, 2cell, fem1, spe9, sperm	None	ANNOTATED, CDS, coding, INTERNAL	Y80D3A.9	Y80D3A.9	Memczak2013
chrI	6207427	6207674	-	cel_circ_0000072	247	133	1cell, fem1	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	T08B2.7a	T08B2.7	Memczak2013
chrIII	209016	210062	+	cel_circ_0000292	1046	1046	spe9	None	INTERGENIC	None	None	Memczak2013
chrI	4231143	4232704	+	cel_circ_0000053	1561	480	sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	C43E11.6a	nab-1	Memczak2013
chrI	2478228	2478801	-	cel_circ_0000040	573	573	1cell, 2cell, fem1, spe9, sperm, sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y74C10AR.3	abtm-1	Memczak2013
chrIII	2114774	2115978	-	cel_circ_0000341	1204	358	sperm_act	None	ANNOTATED, CDS, coding, INTERNAL	Y48G9A.11	Y48G9A.11	Memczak2013
chrIII	1502888	1504278	+	cel_circ_0000324	1390	861	2cell, spe9	None	ANNOTATED, CDS, coding, INTERNAL	M01G5.1	M01G5.1	Memczak2013
chrII	9841697	9841870	-	cel_circ_0000251	173	123	1cell, 2cell	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL	ZK938.7	rnh-1.2	Memczak2013
chrX	344165	345275	-	cel_circ_0000699	1110	1110	sperm, sperm_act	None	ALT_DONOR, CDS, coding, INTERNAL	C04E7.3	C04E7.3	Memczak2013
