# chrom	start	end	strand	circRNA ID	genomic length	spliced seq length	samples	repeats	annotation	best transcript	gene symbol	circRNA study
JH127091	1192784	1193146	-	lcm_circ_0000612	362	362	muscle	None	ALT_ACCEPTOR, ALT_DONOR, downstream_end, ncRNA, OVEXON, upstream_start	ENSLACT00000023218	5S_rRNA	Nitsche2013
JH126679	179793	179922	-	lcm_circ_0000272	129	129	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000004620	LDB3	Nitsche2013
JH126602	1186308	1190392	-	lcm_circ_0000538	4084	317	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017312	GNB2L1	Nitsche2013
JH128875	54673	57026	+	lcm_circ_0000759	2353	212	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000911	GPI	Nitsche2013
JH126824	251845	256877	-	lcm_circ_0000373	5032	282	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025575	SLC25A3	Nitsche2013
JH126873	257560	259233	+	lcm_circ_0000673	1673	290	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, OVCODE, OVEXON, upstream_start	ENSLACT00000008112	rpl6 (3 of 3)	Nitsche2013
JH126846	563680	568920	+	lcm_circ_0000679	5240	203	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000025012	SAR1B	Nitsche2013
JH126836	1702715	1702928	-	lcm_circ_0000113	213	213	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000019141	DES	Nitsche2013
JH129196	196030	196901	-	lcm_circ_0000515	871	871	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, OVEXON, upstream_start, UTR5	ENSLACT00000004212	serpinb1l3	Nitsche2013
JH127777	236971	237157	-	lcm_circ_0000619	186	186	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006688	PKM	Nitsche2013
JH126572	3186215	3186336	+	lcm_circ_0000688	121	121	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000026407	RPL35	Nitsche2013
JH127645	581472	582713	-	lcm_circ_0000226	1241	128	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012798	gapdh	Nitsche2013
JH126626	904056	915086	*	lcm_circ_0000724	11030	11030	muscle	None	INTERGENIC	None	None	Nitsche2013
JH128294	405575	416017	-	lcm_circ_0000157	10442	170	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008229	PDE4DIP	Nitsche2013
JH126801	1726478	1727037	*	lcm_circ_0000146	559	559	muscle	None	INTERGENIC	None	None	Nitsche2013
JH129212	108870	109764	-	lcm_circ_0000337	894	894	muscle	None	ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON	ENSLACT00000004670	ENSLACG00000004122	Nitsche2013
JH129232	58447	58739	+	lcm_circ_0000607	292	292	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON, UTR3	ENSLACT00000000023	MYOM2	Nitsche2013
JH129861	8627	8831	-	lcm_circ_0000215	204	204	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000000028	rbfox1l	Nitsche2013
JH127638	256659	256850	*	lcm_circ_0000066	191	191	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127777	189376	189504	*	lcm_circ_0000618	128	128	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127208	1076282	1076420	+	lcm_circ_0000040	138	138	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000016039	TTN	Nitsche2013
JH126819	1419365	1419549	*	lcm_circ_0000200	184	184	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126941	541343	547408	-	lcm_circ_0000763	6065	134	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012332	ENSLACG00000010773	Nitsche2013
JH126876	698724	712195	-	lcm_circ_0000013	13471	167	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013935	TMOD4	Nitsche2013
JH130247	27794	38090	*	lcm_circ_0000579	10296	10296	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127214	549225	550212	-	lcm_circ_0000658	987	140	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012492	RPS18	Nitsche2013
JH126721	929978	931883	-	lcm_circ_0000684	1905	376	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015867	NUP133	Nitsche2013
JH126743	204506	205148	+	lcm_circ_0000403	642	642	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000004662	SETBP1	Nitsche2013
JH127045	1057740	1061397	-	lcm_circ_0000584	3657	423	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000016676	rpl19	Nitsche2013
JH129829	130840	136542	*	lcm_circ_0000737	5702	5702	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126819	670076	670204	-	lcm_circ_0000195	128	128	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013795	IGFN1	Nitsche2013
JH128167	207306	207458	-	lcm_circ_0000265	152	152	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000006891	FAM162B	Nitsche2013
JH127210	504647	505745	-	lcm_circ_0000423	1098	196	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011895	RNF40	Nitsche2013
JH126587	612504	613838	-	lcm_circ_0000130	1334	1334	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013179	LMOD1	Nitsche2013
JH126565	2952818	2952977	*	lcm_circ_0000548	159	159	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127819	499926	502746	+	lcm_circ_0000498	2820	474	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000024940	ATP2A1	Nitsche2013
JH126593	3485141	3487101	+	lcm_circ_0000486	1960	200	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021202	PYGM	Nitsche2013
JH126747	217681	219506	-	lcm_circ_0000668	1825	1825	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005999	TAF3	Nitsche2013
JH126819	682055	690134	-	lcm_circ_0000199	8079	1831	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000013795	IGFN1	Nitsche2013
JH127100	687849	689307	+	lcm_circ_0000408	1458	1458	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000013903	KNOP1	Nitsche2013
JH127097	198577	198721	*	lcm_circ_0000124	144	144	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126663	1067519	1073587	+	lcm_circ_0000520	6068	201	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000016720	CKM	Nitsche2013
JH126577	802116	802252	-	lcm_circ_0000298	136	136	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000026654	TPM1	Nitsche2013
JH128294	358386	359647	-	lcm_circ_0000151	1261	136	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008229	PDE4DIP	Nitsche2013
JH128238	151716	234517	*	lcm_circ_0000380	82801	82801	muscle	None	INTERGENIC	None	None	Nitsche2013
JH129193	204599	215124	+	lcm_circ_0000060	10525	377	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006966	RPS3	Nitsche2013
JH126892	327229	333172	-	lcm_circ_0000023	5943	90	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009127	PSMD2	Nitsche2013
JH126564	383659	383821	-	lcm_circ_0000628	162	162	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000010242	prx (1 of 2)	Nitsche2013
JH126653	2366800	2366965	*	lcm_circ_0000543	165	165	muscle	None	INTERGENIC	None	None	Nitsche2013
JH128460	402669	408233	+	lcm_circ_0000067	5564	151	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009794	GKAP1	Nitsche2013
JH126564	383197	383346	-	lcm_circ_0000638	149	149	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, intronic, OVCODE, OVEXON	ENSLACT00000010242	prx (1 of 2)	Nitsche2013
JH127384	151556	154657	-	lcm_circ_0000070	3101	143	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005551	AARS	Nitsche2013
JH127645	580500	584121	-	lcm_circ_0000229	3621	403	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012798	gapdh	Nitsche2013
JH128434	358283	358489	*	lcm_circ_0000758	206	206	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126886	1250509	1252075	+	lcm_circ_0000444	1566	1566	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON, UTR5	ENSLACT00000017613	MRPL2	Nitsche2013
JH127804	47243	47383	+	lcm_circ_0000107	140	140	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000001159	PGM1	Nitsche2013
JH126836	1704366	1704532	-	lcm_circ_0000111	166	166	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000019141	DES	Nitsche2013
JH127593	747624	747803	+	lcm_circ_0000251	179	179	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000014204	ANKZF1	Nitsche2013
JH126771	637310	650023	+	lcm_circ_0000721	12713	4193	muscle	None	ALT_ACCEPTOR, CDS, coding, OVCODE, OVEXON, upstream_start, UTR5	ENSLACT00000013525	METTL21C	Nitsche2013
JH126893	1075554	1079426	-	lcm_circ_0000519	3872	188	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000016705	SLBP	Nitsche2013
JH127704	22479	22913	-	lcm_circ_0000496	434	434	muscle	None	ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON	ENSLACT00000001765	GABPB2	Nitsche2013
JH126571	3898976	3899151	*	lcm_circ_0000367	175	175	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127527	527953	531464	+	lcm_circ_0000075	3511	196	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, OVCODE, OVEXON, upstream_start	ENSLACT00000012258	ITGB1BP2	Nitsche2013
JH126632	1487120	1487276	+	lcm_circ_0000135	156	156	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000018481	FAM210B	Nitsche2013
JH127357	235873	245120	-	lcm_circ_0000053	9247	446	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006742	DNAJC1	Nitsche2013
JH126663	1077890	1081766	+	lcm_circ_0000529	3876	356	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000016720	CKM	Nitsche2013
JH126577	803338	803513	-	lcm_circ_0000290	175	175	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000026654	TPM1	Nitsche2013
JH127819	515390	515580	+	lcm_circ_0000502	190	190	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000024940	ATP2A1	Nitsche2013
JH126589	3581386	3581530	+	lcm_circ_0000024	144	144	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000021260	MDH2	Nitsche2013
JH126876	684561	686453	-	lcm_circ_0000015	1892	1892	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON	ENSLACT00000013934	TMOD4	Nitsche2013
JH126679	94242	94527	*	lcm_circ_0000267	285	285	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127617	557515	557762	+	lcm_circ_0000183	247	247	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000012226	TNNT3	Nitsche2013
JH135013	2090	2296	*	lcm_circ_0000437	206	206	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126593	2924484	2924631	*	lcm_circ_0000469	147	147	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126583	1272932	1297923	-	lcm_circ_0000323	24991	23237	muscle	None	ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON, UTR3	ENSLACT00000017680	ENSLACG00000015459	Nitsche2013
JH127469	206430	207015	+	lcm_circ_0000121	585	141	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006920	PHB	Nitsche2013
JH127302	74698	76322	+	lcm_circ_0000386	1624	132	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003146	CASQ1	Nitsche2013
JH127233	550068	553260	-	lcm_circ_0000430	3192	258	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012219	ENSLACG00000010675	Nitsche2013
JH126883	1397628	1397834	*	lcm_circ_0000099	206	206	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126755	1672780	1680699	+	lcm_circ_0000138	7919	7919	muscle	None	ALT_ACCEPTOR, ALT_DONOR, downstream_end, ncRNA, OVEXON, upstream_start	ENSLACT00000024839	snosnR60_Z15	Nitsche2013
JH126697	851926	852256	+	lcm_circ_0000592	330	199	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000015249	EIF5A2	Nitsche2013
JH126943	1185456	1185636	-	lcm_circ_0000533	180	180	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000017321	COPS8	Nitsche2013
JH126974	820587	822632	-	lcm_circ_0000087	2045	266	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000015068	MRPS34	Nitsche2013
JH127645	197764	197966	-	lcm_circ_0000221	202	202	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000006836	TPI1	Nitsche2013
JH126819	1421471	1421617	-	lcm_circ_0000207	146	146	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018278	APOBEC2	Nitsche2013
JH127235	404613	423816	+	lcm_circ_0000733	19203	207	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006766	ENSLACG00000005953	Nitsche2013
JH128734	349027	355081	*	lcm_circ_0000675	6054	6054	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127179	303793	307127	+	lcm_circ_0000740	3334	198	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007070	RARA	Nitsche2013
JH127467	657954	658090	*	lcm_circ_0000441	136	136	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126679	179808	180048	-	lcm_circ_0000271	240	240	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000004620	LDB3	Nitsche2013
JH127776	316934	317872	-	lcm_circ_0000765	938	213	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008417	DCTN1	Nitsche2013
JH127154	445984	449123	-	lcm_circ_0000258	3139	156	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000011106	GPATCH4	Nitsche2013
JH127617	588697	588876	+	lcm_circ_0000175	179	179	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000012226	TNNT3	Nitsche2013
JH127271	288074	290073	+	lcm_circ_0000304	1999	213	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	ENSLACT00000008153	MTIF2	Nitsche2013
JH126727	142125	142288	+	lcm_circ_0000695	163	163	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON	ENSLACT00000004872	EEF1A2	Nitsche2013
JH128683	246047	246138	*	lcm_circ_0000751	91	91	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127210	801460	803715	*	lcm_circ_0000424	2255	2255	muscle	None	INTERGENIC	None	None	Nitsche2013
JH128380	180319	180470	+	lcm_circ_0000313	151	151	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000005348	ENSLACG00000004710	Nitsche2013
JH128566	118858	119008	-	lcm_circ_0000615	150	150	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004809	NSA2	Nitsche2013
AFYH01285069	916	2073	*	lcm_circ_0000376	1157	1157	muscle	None	INTERGENIC	None	None	Nitsche2013
JH128420	427131	445045	+	lcm_circ_0000236	17914	134	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010633	SUCLA2	Nitsche2013
JH129004	200409	200576	*	lcm_circ_0000661	167	167	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127474	292440	293979	-	lcm_circ_0000214	1539	180	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000008641	PIP5K1A	Nitsche2013
JH126585	3633438	3634304	*	lcm_circ_0000418	866	866	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127961	525280	525492	*	lcm_circ_0000096	212	212	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127645	584618	585231	-	lcm_circ_0000224	613	110	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000012798	gapdh	Nitsche2013
JH126644	1390710	1390902	*	lcm_circ_0000349	192	192	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126593	2307383	2309003	-	lcm_circ_0000474	1620	132	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000020263	actn3b	Nitsche2013
JH127417	52958	53234	*	lcm_circ_0000563	276	276	muscle	None	INTERGENIC	None	None	Nitsche2013
JH128142	196398	196552	*	lcm_circ_0000003	154	154	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126979	523728	523947	-	lcm_circ_0000360	219	219	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000012195	myl12.1	Nitsche2013
JH126697	842705	852256	+	lcm_circ_0000593	9551	220	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000015249	EIF5A2	Nitsche2013
JH127087	177568	177711	*	lcm_circ_0000164	143	143	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126577	802230	802439	-	lcm_circ_0000293	209	209	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000026654	TPM1	Nitsche2013
JH129204	201544	206093	-	lcm_circ_0000576	4549	227	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006857	RPL9	Nitsche2013
JH126564	389122	389311	-	lcm_circ_0000629	189	189	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000010242	prx (1 of 2)	Nitsche2013
JH126577	803698	803925	-	lcm_circ_0000289	227	227	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000026654	TPM1	Nitsche2013
JH127661	338408	344514	+	lcm_circ_0000334	6106	102	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000009551	cox6a1 (3 of 4)	Nitsche2013
JH126585	1478855	1483658	-	lcm_circ_0000415	4803	1604	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, OVCODE, OVEXON, upstream_start	ENSLACT00000018486	rps14	Nitsche2013
JH126593	2927371	2927645	*	lcm_circ_0000457	274	274	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127302	59849	59962	+	lcm_circ_0000387	113	113	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000003146	CASQ1	Nitsche2013
JH129232	58226	58410	+	lcm_circ_0000608	184	184	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000000023	MYOM2	Nitsche2013
JH127913	451653	451920	*	lcm_circ_0000706	267	267	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127028	178078	207665	+	lcm_circ_0000384	29587	322	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000006409	SERBP1	Nitsche2013
JH127674	250272	252581	+	lcm_circ_0000716	2309	416	muscle	None	ALT_ACCEPTOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000007576	MYOZ1	Nitsche2013
JH128683	328846	331688	-	lcm_circ_0000745	2842	808	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, intronic, OVCODE, OVEXON	ENSLACT00000007913	ENSLACG00000006948	Nitsche2013
JH127281	291826	302368	-	lcm_circ_0000031	10542	8102	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, OVCODE, OVEXON, upstream_start	ENSLACT00000007209	TMC1	Nitsche2013
JH129232	58570	58726	+	lcm_circ_0000609	156	156	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, OVEXON, UTR3	ENSLACT00000000023	MYOM2	Nitsche2013
JH127208	1077227	1077398	*	lcm_circ_0000049	171	171	muscle	None	INTERGENIC	None	None	Nitsche2013
JH129703	124482	124804	-	lcm_circ_0000400	322	322	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004312	ZC3H13	Nitsche2013
JH126564	383630	383782	-	lcm_circ_0000632	152	152	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000010242	prx (1 of 2)	Nitsche2013
JH127469	647707	651572	*	lcm_circ_0000119	3865	3865	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127089	1186911	1188062	+	lcm_circ_0000587	1151	105	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000016990	MYO18B	Nitsche2013
JH126626	1003476	1069212	*	lcm_circ_0000723	65736	65736	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126593	3500728	3500943	+	lcm_circ_0000452	215	215	muscle	None	ALT_ACCEPTOR, ALT_DONOR, coding, INTERNAL, intronic	ENSLACT00000021202	PYGM	Nitsche2013
JH126732	1104990	1111408	*	lcm_circ_0000212	6418	6418	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126941	439168	441102	-	lcm_circ_0000764	1934	167	muscle	None	ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000010666	ncl (1 of 2)	Nitsche2013
JH126876	686361	690391	-	lcm_circ_0000018	4030	4030	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR3	ENSLACT00000013935	TMOD4	Nitsche2013
JH126644	1354963	1355762	+	lcm_circ_0000354	799	150	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000017917	MYBPC2	Nitsche2013
JH128440	113645	113825	-	lcm_circ_0000678	180	180	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON, UTR5	ENSLACT00000004551	EIF1B	Nitsche2013
JH126801	1801360	1802689	-	lcm_circ_0000147	1329	1329	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, downstream_end, OVCODE, OVEXON, upstream_start	ENSLACT00000019349	PURA	Nitsche2013
JH126627	510146	512824	-	lcm_circ_0000140	2678	242	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVERLAPTX, OVEXON	ENSLACT00000012026	ldha	Nitsche2013
JH126836	1667317	1668887	+	lcm_circ_0000110	1570	118	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018951	SPEG	Nitsche2013
JH127819	493018	498842	+	lcm_circ_0000503	5824	316	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000024940	ATP2A1	Nitsche2013
JH126563	7482312	7483337	-	lcm_circ_0000076	1025	94	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000021871	PFKM	Nitsche2013
JH127617	480007	480183	*	lcm_circ_0000184	176	176	muscle	None	INTERGENIC	None	None	Nitsche2013
JH126596	73237	73433	*	lcm_circ_0000329	196	196	muscle	None	INTERGENIC	None	None	Nitsche2013
JH127964	119114	121643	-	lcm_circ_0000729	2529	119	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000004752	MYL1	Nitsche2013
JH126846	1634571	1634760	-	lcm_circ_0000681	189	189	muscle	None	ALT_ACCEPTOR, ALT_DONOR, CDS, coding, INTERNAL, OVCODE, OVEXON	ENSLACT00000018919	ankhd1	Nitsche2013
